Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Relative Humidity daily mean [2 m above gnd],Mean Sea Level Pressure daily mean [MSL],Total Precipitation (high resolution) daily sum [sfc],Total Precipitation (low resolution) daily sum [sfc],Total Cloud Cover daily mean [sfc],High Cloud Cover daily mean [high cld lay],Medium Cloud Cover daily mean [mid cld lay],Low Cloud Cover daily mean [low cld lay],Sunshine Duration daily sum [sfc],Wind Speed daily mean [10 m above gnd],Wind Direction daily mean [10 m above gnd],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Relative Humidity daily max [2 m above gnd],Relative Humidity daily min [2 m above gnd],Mean Sea Level Pressure daily max [MSL],Mean Sea Level Pressure daily min [MSL],Total Cloud Cover daily max [sfc],Total Cloud Cover daily min [sfc],High Cloud Cover daily max [high cld lay],High Cloud Cover daily min [high cld lay],Medium Cloud Cover daily max [mid cld lay],Medium Cloud Cover daily min [mid cld lay],Low Cloud Cover daily max [low cld lay],Low Cloud Cover daily min [low cld lay],Wind Speed daily max [10 m above gnd],Wind Speed daily min [10 m above gnd]
2009,1,25,0,0,37.05,85.04,999.94,0,0,46.44,10.88,12.71,42.54,380.9,6.9,154.34,43.34,31.21,97,68,1003.3,996.9,100,0,99,0,100,0,100,0,14.39,1.9
2009,1,26,0,0,38.79,80.08,1000.74,0,0,68.68,29.67,67.79,14.58,22.21,2.57,227.28,48.52,30.36,98,59,1004.5,998.5,100,3.9,89,0,100,0,100,0,3.91,0.71
2009,1,27,0,0,38.98,86,1010.77,0,0,82.92,0.04,1.79,82.92,214.47,2.21,245.25,44.1,36.07,97,64,1015.8,1005.2,100,10,1,0,39,0,100,10,3.41,0.89
2009,1,28,0,0,32.79,84.88,1017.26,0,0,41.91,0.25,0.04,41.79,384.64,3.46,163.69,39.13,25.9,99,66,1018.9,1015.9,100,0,6,0,1,0,100,0,6.24,1.58
2009,1,29,0,0,32.62,83.83,1018.46,0,0,33.73,2.5,1.67,32.17,307.19,5.4,147.85,43.16,24.48,99,59,1019.9,1017.1,100,0,13,0,13,0,100,0,11.67,0.67
2009,1,30,0,0,33.8,77.17,1019.92,0,0,8.42,0,0,8.42,545.7,8.27,97.37,42.84,28.53,97,61,1021.4,1018.3,100,0,0,0,0,0,100,0,13.13,2.41
2009,1,31,0,0,31.7,72.04,1014.65,0,0,0.04,0,0,0.04,573.22,9.33,105.27,40.91,26.11,92,56,1019.2,1011.3,1,0,0,0,0,0,1,0,13.91,1.3
2009,2,1,0,0,31.17,82.46,1005.34,0.8,1.3,70.46,2.04,16.04,70.46,26.21,12.79,104.12,36.23,23.16,94,69,1011.3,1001.7,100,0,20,0,100,0,100,0,21.39,5.7
2009,2,2,0,0,37.99,81,998.95,0,0.4,75.55,49.58,75.33,12.25,111.51,8.94,116.42,45.5,31.51,89,74,1002.5,995.9,100,5.1,100,0,100,0,100,0,14.71,2.11
2009,2,3,0,0,40.95,76.46,999.43,0,0,29.81,22.54,27.62,3.75,503.68,3.7,208.67,48.04,35.89,93,59,1001.7,998.3,100,0,100,0,100,0,56,0,8.53,0.92
2009,2,4,0,0,40.06,85.5,999.11,0,0.1,75.54,5.12,62.96,67.67,50.43,1.92,165.42,49.12,32.16,96,70,1002.4,997,100,0,24,0,100,0,100,0,5.7,0.45
2009,2,5,0,0,43.07,77.08,998.03,0.4,0,70.54,26.33,70.54,45.62,82.34,6.16,153.02,54.39,34.27,95,46,1000,996.9,100,0,100,0,100,0,100,0,12.51,0.45
2009,2,6,0,0,41.03,90.08,993.19,7.4,6.3,95.33,65.12,90.62,78.67,56.17,5.72,147.28,47.21,38.41,96,77,997.6,989.7,100,31,100,0,100,23,100,0,13.53,0.5
2009,2,7,0,0,38.62,91.25,990.06,16.2,12.2,99.62,0,96.33,95.83,0,5.66,238.14,39.87,36.84,97,87,992.9,988.7,100,91,0,0,100,65,100,0,8.52,0.45
2009,2,8,0,0,35.78,81.33,1003.7,0.9,4.3,75.5,8.38,48,57,238.79,8.7,308.55,39.02,32.23,97,62,1010.2,993.7,100,5,75,0,100,0,100,0,14.22,2.8
2009,2,9,0,0,37.81,84.92,1008.41,3.4,3.4,92.04,54.08,76.04,90.62,0,6.45,191.71,43.74,30.74,99,65,1010.4,1002.5,100,15,100,0,100,0,100,15,10.82,3.82
2009,2,10,0,0,41.16,82.58,1000.13,2.2,4.2,85.46,19.79,80.92,54.58,41.41,29.6,234.97,45.09,35.06,100,69,1008.1,993.6,100,0,100,0,100,0,100,0,44.08,6.23
2009,2,11,0,0,35.86,75.79,1014.91,0.3,1.2,66.33,0.04,32.33,64.5,275.66,14.36,295.9,39.69,32.16,90,57,1017.4,1009.1,100,10,1,0,100,0,100,2,22.95,9.02
2009,2,12,0,0,33.4,84.33,1018.05,12,6.5,74.83,0,61.5,74.42,234.26,15.61,263.65,35.89,29.77,98,62,1022.2,1013.5,100,0,0,0,100,0,100,0,24.38,8.75
2009,2,13,0,0,31.31,80.96,1021.41,0,0.3,77.21,0,10.38,75.75,274.49,9.78,281.43,36.09,27.34,97,61,1023.3,1019.7,100,0,0,0,70,0,100,0,14.85,5.87
2009,2,14,0,0,31.66,84.17,1023.27,3.1,1.7,73.17,0,24.92,73.17,206.28,11.98,182.67,35.87,26.2,97,71,1029.3,1018.8,100,0,0,0,100,0,100,0,20.38,2.69
2009,2,15,0,0,30.67,77.83,1029.32,0,0,63.75,23.21,40.46,42.5,219,2.21,186.19,39.6,22.57,97,57,1031.2,1026.7,100,0,100,0,100,0,100,0,3.85,0.22
2009,2,16,0,0,34.44,87.12,1025.11,2.5,2.5,100,6.83,77.29,98.71,0,7.41,241.26,36.91,31.89,98,72,1026.7,1023.9,100,100,37,0,100,1,100,69,10.97,4.59
2009,2,17,0,0,37.81,88.33,1020.86,23.2,20,100,48,88.83,100,0,18.85,226.02,42.31,31.42,98,67,1025.1,1018.1,100,100,100,0,100,19,100,100,27.11,7.7
2009,2,18,0,0,28.83,66.71,1026.2,0,0,13.08,1.33,13.08,0,572.82,11.97,95.01,35.87,23.61,81,49,1028.7,1024.8,100,0,17,0,100,0,0,0,20.05,7.66
2009,2,19,0,0,28.29,70.29,1028.55,0,0,4.14,3.46,3.83,0,630.75,4.5,172.72,36.09,20.46,84,55,1030.6,1027.4,25,0,17,0,25,0,0,0,7.8,1.2
2009,2,20,0,0,32.95,79.42,1031.12,0.5,0.5,81.04,27.04,26.67,81.04,0,4.48,226.61,37.69,25.65,95,53,1031.9,1029.6,100,0,100,0,100,0,100,0,5.94,2.69
2009,2,21,0,0,38.72,85.46,1031.11,0.6,0.6,71.14,23.04,31.33,52.08,251.41,4.5,255.82,45.1,33.91,100,68,1032.6,1030.3,100,3,100,0,100,0,100,0,11.63,0
2009,2,22,0,0,38.01,93.21,1027.92,3.9,4.3,100,64.46,73.04,92.92,0,7.42,243.31,40.77,36.48,97,87,1031,1024.2,100,100,100,0,100,0,100,7,9.94,2.94
2009,2,23,0,0,40.27,87.67,1020.88,6.2,6.3,100,13.83,30.79,100,0,8.29,276.94,43.81,37.63,97,75,1023.9,1019,100,100,100,0,100,0,100,100,10.86,5.63
2009,2,24,0,0,38.3,85.21,1023.72,0.3,1.2,67.62,0.46,0,67.62,306.56,6.99,218.07,43.21,34.7,96,70,1028.2,1020.2,100,0,10,0,0,0,100,0,11.71,3.69
2009,2,25,0,0,37.55,78.96,1029.83,0,0,23.96,16.83,14.04,9.17,551.19,3.07,152.36,44.62,29.25,95,61,1031.2,1028.5,100,0,100,0,100,0,100,0,5.6,0.45
2009,2,26,0,0,41,73.79,1025.99,0,0,61.58,59.29,56.67,22.54,176.29,6.83,226.33,50.25,30.07,100,55,1030.1,1021.9,100,4.2,100,0,100,0,100,0,14.49,1.12
2009,2,27,0,0,44.66,76.38,1022.72,0,0.2,34.9,13.54,6.71,28.54,548.11,7.85,265.3,51.48,37.72,91,60,1024.2,1021.7,100,2.4,27,0,29,0,100,0,11.41,2.73
2009,2,28,0,0,46.77,80.54,1017.5,0,0,45.92,2.38,18.08,29.83,321.15,2.84,123.43,57.85,38.68,100,59,1022.2,1013.2,100,0,23,0,69,0,100,0,4.3,1.12
2009,3,1,0,0,45.03,84.25,1012.63,0.1,0,82.04,50.92,57.83,71.88,74.68,5.27,162.67,53.56,35.37,97,66,1014.3,1011.7,100,31,100,3,100,0,100,0,11.83,1.43
2009,3,2,0,0,47.31,79.96,1015.28,0.8,0.8,98.5,47.29,79.38,98.46,0,7.11,240.68,51.82,43.72,88,68,1018.8,1012.6,100,67,100,14,100,31,100,67,13.02,2.06
2009,3,3,0,0,44.44,83.17,1015.66,0.8,0.7,61.42,10.83,35,49,211.22,4.22,241.93,48.7,38.25,96,68,1020,1009.1,100,0,29,0,100,0,100,0,6.61,0.81
2009,3,4,0,0,42.72,80.12,995.1,0,0,58.31,34.08,57,22.71,207.92,7.46,191.7,51.93,33.21,96,59,1008.4,986.1,100,0,100,0,100,0,100,0,12.71,1.8
2009,3,5,0,0,37.57,91.54,986.78,22.8,15.8,100,82.04,100,100,0,11.13,296.29,42.98,34.02,95,88,989.4,985,100,100,100,2,100,100,100,100,13.87,6.89
2009,3,6,0,0,36.05,91,997.87,24.3,25.8,100,57.79,100,100,0,15.09,282.51,38.44,33.89,95,85,1006.8,989.1,100,100,100,0,100,100,100,100,17.48,12.05
2009,3,7,0,0,36.74,76.67,1013.92,2.3,0.9,23.66,4.42,21.46,22.08,661.32,10.04,247.3,43.3,30.6,94,60,1017.6,1007.8,100,0,18,0,100,0,100,0,13.65,4.61
2009,3,8,0,0,41.04,71.38,1013.47,1.1,3.2,64.15,30.96,30.5,50.62,87.73,12.03,199.79,49.87,30.69,90,58,1017.3,1008.7,100,0,100,0,100,0,100,0,24.7,2.69
2009,3,9,0,0,40.56,75.96,1015.03,3.3,7,57.38,9.79,22.58,53.29,270.32,17.2,270.87,44.24,37.11,92,60,1019.5,1009.8,100,0,100,0,100,0,100,0,21.27,11.65
2009,3,10,0,0,42.19,76.83,1016.27,3.8,9.2,91.42,47.79,81.96,83.25,0,18.65,250.25,46.99,38.89,86,62,1019.9,1012.6,100,2,100,0,100,0,100,2,27.02,11.46
2009,3,11,0,0,41.39,74.5,1022.19,2.6,3.8,41.75,0.12,5.88,41.38,405.21,9.01,285.58,45.3,35.17,93,55,1028.1,1013.3,100,0,2,0,100,0,100,0,21.92,2.8
2009,3,12,0,0,42.48,68.88,1026.26,0.2,0.2,82.29,57.83,81.29,70.83,2.44,5.27,217.34,49.46,34.32,86,54,1028.9,1023.5,100,0,100,0,100,0,100,0,11.34,2.55
2009,3,13,0,0,48.7,76.92,1022.74,0,0.1,74.58,22.21,63.58,44.08,282.15,7.57,237.51,54.19,41.5,96,64,1024.5,1020.6,100,5,100,2,100,1,100,0,13.34,2.61
2009,3,14,0,0,50.31,74.5,1019.54,0,0,68.71,34.96,57.29,25.83,220.2,6.51,210.86,61.52,38.28,92,55,1021.8,1017.4,100,11,100,0,100,0,100,0,13.3,0.92
2009,3,15,0,0,49.2,76.21,1027.5,0.6,1.1,67.93,2.88,14.67,67.67,286.4,7.41,288.3,54.03,44.67,90,56,1030.7,1022.3,100,0,29,0,100,0,100,0,12.4,3.72
2009,3,16,0,0,45.92,83.12,1031.3,0,0,37.27,3.5,0.29,36.79,300.56,3.21,125.78,55.81,37.38,96,60,1032.4,1029.7,100,0,18,0,4,0,100,0,7.44,0.22
2009,3,17,0,0,45.7,83.25,1031.73,0,0,37.62,5.88,20.67,22.04,274.03,4.38,221.45,57.52,36.9,94,62,1033.2,1029.7,100,0,29,0,100,0,100,0,8.13,1
2009,3,18,0,0,46.75,72.29,1030.49,0,0,54.12,15.67,34.04,21.67,265.53,4.68,73.92,55.22,39.34,96,39,1034.3,1026.7,100,0,100,0,100,0,100,0,7.44,2.03
2009,3,19,0,0,42.31,71.71,1023.59,0,0,31.4,2.04,8.92,24.29,600.49,7.28,115.88,53.1,31.71,100,38,1027.2,1020.1,100,0,14,0,84,0,100,0,16.5,0.22
2009,3,20,0,0,36.41,64.5,1028.65,0,0,28.62,0,0,28.62,323.76,9.17,109.82,42.06,29.34,92,43,1031.2,1025.9,100,0,0,0,0,0,100,0,16.23,1.79
2009,3,21,0,0,36.82,61,1028.78,0,0,7.7,1.42,0.67,6.92,631.47,3.23,120.84,47.07,27.21,82,45,1031.8,1025.6,100,0,15,0,8,0,100,0,6.19,0.81
2009,3,22,0,0,42.42,58.33,1027.33,0,0,5.08,5.67,4.38,0,724.59,4.92,237.42,53.64,32.56,80,41,1028.9,1025,37,0,19,0,37,0,0,0,9.72,1.41
2009,3,23,0,0,46.6,66.12,1019.19,0,0.3,50.73,47.38,49.67,29.88,328.83,13.27,252.09,54.59,34.39,87,51,1027.4,1007.2,100,0,100,0,100,0,100,0,25.09,3.14
2009,3,24,0,0,40.23,77.08,1010.44,13.1,15.9,87.17,13.75,32.92,87.17,173.62,14.98,287.11,47.8,31.98,93,62,1015.6,1006.1,100,0,100,0,100,0,100,0,25.95,5.91
2009,3,25,0,0,39.48,76.71,1009.46,1,8.8,86.92,19.75,70.71,72.96,0,19.48,249.64,44.08,32.86,90,63,1016.4,1004.6,100,0,100,0,100,0,100,0,32.92,8.2
2009,3,26,0,0,45.15,75.46,1010.57,3.4,5.4,87.83,21.21,54.88,87.04,27.45,15.77,260.26,50.5,37.96,95,60,1013.8,1005.6,100,0,100,0,100,0,100,0,25.41,8.29
2009,3,27,0,0,47.28,84.67,1006.86,2.8,4,91.12,37.42,33.96,75.5,19.84,18.09,247.87,51.57,43.11,100,72,1008.5,1004.4,100,9,100,0,100,0,100,9,25.13,5.22
2009,3,28,0,0,47.37,76.88,1001.9,5.5,9.5,100,36,95.33,99.5,0,8.82,227.96,52.93,43.07,98,64,1005.9,997.8,100,100,100,0,100,9,100,88,17.87,2.01
2009,3,29,0,0,46.15,73.67,1009.03,0,0,82.71,57.42,67.79,54.42,137.54,4.45,181.35,50.43,42.06,96,63,1012.2,1006.4,100,43,100,0,100,0,100,1,8,1
2009,3,30,0,0,44.92,74.79,1016.53,0,0.1,71.25,0,0,71.25,110.7,8.78,166.13,53.85,35.78,94,55,1021,1012.8,100,0,0,0,0,0,100,0,16.96,2.94
2009,3,31,0,0,46.01,79.42,1018.78,0,0,33.43,12.71,3,30.17,384.38,5.1,174.56,59.14,36.12,96,56,1022.3,1015.2,100,0,45,0,25,0,100,0,12.82,0.71
2009,4,1,0,0,48.03,83.67,1013.2,0,0,50.36,4.33,24.46,41,267.36,3.52,239.9,59.14,38.1,96,67,1015.8,1011.2,100,0,25,0,100,0,100,0,7.33,1.14
2009,4,2,0,0,51.52,88.42,1013.06,0,0,76.38,50.92,57.83,47.79,38.3,2.8,270.13,60.58,43.41,98,74,1014.4,1011.8,100,0,100,0,100,0,100,0,5.11,0.5
2009,4,3,0,0,57.83,70.42,1017.34,0.2,0.5,30.02,3.25,1.62,30,729.55,5.05,260.48,64.47,48.72,85,57,1019.8,1014.2,100,0,46,0,31,0,100,0,8.57,2.28
2009,4,4,0,0,56.16,73.12,1020.89,0,0,59.33,0.25,6.08,58.42,324.77,3.59,254.33,62.8,43.2,100,62,1022.2,1020,100,0.9,3,0,28,0,100,0,5.34,1.57
2009,4,5,0,0,55.97,78.04,1020.27,2,1,70.84,5.12,0.83,70.62,359.3,3.59,256.13,62.19,47.5,95,65,1022.5,1017.5,100,3.9,15,0,10,0,100,1,7.44,0.71
2009,4,6,0,0,57.52,75.08,1014.57,0.1,0.2,20.97,0.46,0,20.83,546.96,3.05,127.89,67.03,46.9,97,55,1017.6,1011.1,100,0,11,0,0,0,100,0,6.09,0
2009,4,7,0,0,57.02,65.33,1011.85,0,0.1,42.1,12.17,41.17,24.79,426.03,6.26,202.78,64.99,48.42,86,48,1014.3,1010.5,100,0,28,0,100,0,100,0,11.72,0.81
2009,4,8,0,0,55.79,73.04,1015.91,0,0,77.49,56.17,52.17,40.58,255.33,3.77,241.43,62.82,45.9,97,61,1017.4,1014.3,100,2.4,100,8,100,0,100,0,8.74,0.5
2009,4,9,0,0,58.57,70.71,1015.39,0,0,5.38,11.71,0.88,1.62,764.1,3,97.4,67.32,49.62,85,59,1018.6,1011.6,28,0,22,0,20,0,28,0,4.47,1.5
2009,4,10,0,0,59.08,62.42,1009.17,0,0,0.39,1.29,0,0,800.9,3.29,124.03,71.24,39.49,88,40,1013.3,1005.4,4.5,0,15,0,0,0,0,0,6.09,1.7
2009,4,11,0,0,56.41,69.62,1007.96,0,0.5,25.4,11.33,1.21,21.83,468.12,5.54,127.37,68.31,43.32,94,50,1010,1005.5,100,0,28,0,19,0,100,0,10.16,1.84
2009,4,12,0,0,60.31,58.96,1008.09,0,0,32.77,35.58,30.46,1.79,443.56,2.7,130.93,71.46,44.46,93,42,1009.9,1007.1,100,0,100,0,100,0,13,0,4.72,0.89
2009,4,13,0,0,60.58,65.25,1007.28,1.2,4,20.83,0,0.42,20.83,778.67,2.81,272.25,69.96,51.48,84,51,1009.2,1005.3,100,0,0,0,10,0,100,0,5.7,1.27
2009,4,14,0,0,61.5,58.21,1007.08,0,0.7,2.08,0,2.08,2.08,788.9,3.61,122.83,70.84,52.43,77,40,1008.2,1005.9,10,0,0,0,10,0,10,0,5.92,1.58
2009,4,15,0,0,61.15,60.54,1007.91,0,0,19.31,15.25,18.67,0,698.63,3.71,115.52,70.79,50.25,80,49,1009.7,1006,100,0,100,0,100,0,0,0,5.61,2.11
2009,4,16,0,0,51.68,84.21,1009.85,2.2,2.2,94.75,60.79,91.17,79.17,0,5.25,245.77,57.16,49.05,95,71,1010.9,1008.4,100,6,100,0,100,6,100,0,10.97,2.5
2009,4,17,0,0,52.01,73.83,1009.44,3.3,3.6,47.21,27.54,36.54,37.29,547.57,10.68,251.19,57.96,45.55,98,58,1011.5,1008.6,100,0,100,0,100,0,100,0,18.62,3.48
2009,4,18,0,0,51.54,72.21,1012.89,2.2,0.9,85.25,49.5,78.79,67.83,17.56,6.42,248,56.59,44.31,88,61,1014.7,1011.4,100,1,100,0,100,0,100,0,10.96,0.67
2009,4,19,0,0,53.91,72.67,1016.33,0.6,0.2,40.66,16.54,14.08,30.83,408.43,4.62,165.16,66.67,40.35,96,49,1018.2,1014.9,100,0,100,0,100,0,100,0,9.83,1.58
2009,4,20,0,0,55.06,81.42,1018.57,4.3,2.6,77.6,41.38,38.96,55.88,18.45,4.4,206.11,64.35,45.34,96,56,1020,1017.5,100,5.1,100,0,100,0,100,0,6.51,2.24
2009,4,21,0,0,58.14,75.83,1018.97,0.3,1.5,65.49,35,26.67,61,340.53,5.54,187.28,68.2,48.87,96,55,1020.5,1017.1,100,3.3,100,0,100,0,100,0,8.57,1.12
2009,4,22,0,0,58.56,68.58,1020.32,0,0,43.96,25.17,23.33,20.67,621,7.37,230.4,66.54,50.11,94,47,1021.4,1018.1,100,0,100,0,100,0,100,0,13.2,0.5
2009,4,23,0,0,53.36,64.83,1020.87,0,0,49.58,0,1.83,49.58,572.85,5.06,160.01,61,43,90,42,1022.2,1019.1,100,0,0,0,44,0,100,0,9.83,0.32
2009,4,24,0,0,52.91,63.92,1016.05,0.3,0,49.71,0,19.46,44.79,552.91,5.79,115.55,62.92,39.45,94,41,1021.5,1011.7,100,0,0,0,100,0,100,0,10.03,0.32
2009,4,25,0,0,56.9,64.33,1012.83,0,0,45.2,26.08,42.21,10.54,567.76,6.51,106.61,67.66,45.39,84,49,1014.6,1010.3,100,0,100,0,100,0,100,0,10.86,3.14
2009,4,26,0,0,59.6,62.33,1007.79,0,0,74.56,63.75,67.29,37.12,53.62,3.86,152.68,71.44,43.92,86,44,1011.5,1003.6,100,1,100,0,100,0,100,0,7.7,1.43
2009,4,27,0,0,53.63,80.04,1006.45,0,4.1,90.83,75.88,80.04,78.88,0,4.52,259.42,58.98,49.3,97,65,1008.8,1003.6,100,22,100,13,100,0,100,17,11.5,0.71
2009,4,28,0,0,48.21,84.96,1005.28,7.2,4.4,100,8.83,96,92.08,0,5.91,179.06,50.54,44.4,94,76,1006.9,1003,100,100,41,0,100,61,100,0,10.09,1.36
2009,4,29,0,0,47.7,74.12,1009.82,0.4,2.8,59.42,7.75,57.75,41.58,318.97,9.76,223.55,54.19,41.22,92,54,1016.4,1005.1,100,0,67,0,100,0,100,0,14.57,2.5
2009,4,30,0,0,51.8,72,1017.92,0,0,82.13,2.12,1.33,81.96,55.85,4.2,153.67,60.89,38.5,93,58,1019.7,1016,100,4.2,15,0,20,0,100,0,7.45,1.9
2009,5,1,0,0,57.64,79.67,1021.32,2.7,2.7,90.88,0.58,24.12,90.88,120.64,2.98,128.44,66.22,50.43,95,59,1024.4,1019,100,0,3,0,100,0,100,0,6.33,0.67
2009,5,2,0,0,58.1,79.17,1026.03,1.9,2.3,41.67,0,19.33,41.29,478.87,3.87,245.12,63.97,51.55,100,68,1027,1024.9,100,0,0,0,100,0,100,0,8,1.7
2009,5,3,0,0,58.46,77.62,1024.08,1.2,1.2,63.83,24.83,27.88,60.88,213.83,4.49,243.4,68.43,49.57,97,54,1027,1021.9,100,0,100,0,100,0,100,0,9.3,0.22
2009,5,4,0,0,53.15,70.08,1024.09,0.4,0,48.83,10.75,38.21,44.83,491.75,7.47,218.64,58.08,47.52,96,49,1025,1022.8,100,0,100,0,100,0,100,0,12.75,2.68
2009,5,5,0,0,53.01,64.5,1024.61,0,0,81.88,48.79,62.12,71.38,28.16,6.55,238.19,60.15,42.15,87,49,1025.7,1023.6,100,1.5,100,0,100,0,100,0,13.29,1.41
2009,5,6,0,0,57.56,73.21,1021.85,0,0,49.9,29.33,14.17,49.46,523.55,10.35,266.3,64.8,45.79,91,56,1024,1019.6,100,0,100,0,100,0,100,0,17.79,4.61
2009,5,7,0,0,61.69,67.12,1018.83,0,0,40.84,11.25,10.5,30.29,707.18,2.51,185.7,74.3,44.11,97,44,1022.5,1015.2,100,0,100,0,100,0,100,0,4.75,0.67
